	TARA_085_SRF_0.8_5.0	TARA_142_SRF_0.8_5.0	TARA_080_SRF_0.8_5.0	TARA_086_SRF_0.8_5.0	TARA_036_SRF_0.8_5.0	TARA_081_SRF_0.8_5.0	TARA_006_SRF_0.8_5.0	TARA_124_SRF_0.8_5.0	TARA_043_SRF_0.8_5.0	TARA_004_SRF_0.8_5.0	TARA_131_SRF_0.8_5.0	TARA_113_SRF_0.8_5.0	TARA_041_SRF_0.8_5.0	TARA_058_SRF_0.8_5.0	TARA_052_SRF_0.8_5.0	TARA_143_SRF_0.8_5.0	TARA_123_SRF_0.8_5.0	TARA_149_SRF_0.8_5.0	TARA_095_SRF_0.8_5.0	TARA_128_SRF_0.8_5.0	TARA_110_SRF_0.8_5.0	TARA_046_SRF_0.8_5.0	TARA_067_SRF_0.8_5.0	TARA_076_SRF_0.8_5.0	TARA_039_SRF_0.8_5.0	TARA_129_SRF_0.8_5.0	TARA_130_SRF_0.8_5.0	TARA_072_SRF_0.8_5.0	TARA_005_SRF_0.8_5.0	TARA_082_SRF_0.8_5.0	TARA_122_SRF_0.8_5.0	TARA_084_SRF_0.8_5.0	TARA_145_SRF_0.8_5.0	TARA_042_SRF_0.8_5.0	TARA_136_SRF_0.8_5.0	TARA_092_SRF_0.8_5.0	TARA_106_SRF_0.8_5.0	TARA_137_SRF_0.8_5.0	TARA_111_SRF_0.8_5.0	TARA_051_SRF_0.8_5.0	TARA_112_SRF_0.8_5.0	TARA_139_SRF_0.8_5.0	TARA_102_SRF_0.8_5.0	TARA_064_SRF_0.8_5.0	TARA_045_SRF_0.8_5.0	TARA_100_SRF_0.8_5.0	TARA_018_SRF_0.8_5.0	TARA_109_SRF_0.8_5.0	TARA_152_SRF_0.8_5.0	TARA_009_SRF_0.8_5.0	TARA_089_SRF_0.8_5.0	TARA_068_SRF_0.8_5.0	TARA_151_SRF_0.8_5.0	TARA_078_SRF_0.8_5.0	TARA_146_SRF_0.8_5.0	TARA_093_SRF_0.8_5.0	TARA_016_SRF_0.8_5.0	TARA_038_SRF_0.8_5.0	TARA_066_SRF_0.8_5.0	TARA_070_SRF_0.8_5.0	TARA_132_SRF_0.8_5.0	TARA_147_SRF_0.8_5.0	TARA_022_SRF_0.8_5.0	TARA_135_SRF_0.8_5.0	TARA_148_SRF_0.8_5.0	TARA_097_SRF_0.8_5.0	TARA_096_SRF_0.8_5.0	TARA_098_SRF_0.8_5.0	TARA_150_SRF_0.8_5.0	TARA_020_SRF_0.8_5.0	TARA_025_SRF_0.8_5.0
FJ826247.1.1220	0	0	0	0	0	0	12	0	1	0	0	13	0	0	0	0	2	10	0	0	0	5	9	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EU268109.1.1451	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	1	1	0	0	0	2	1	0
JX945367.1.1372	0	0	3	0	1	0	0	0	8	1	7	0	4	0	0	6	0	1	2	1	0	0	0	4	0	0	1	1	1	0	1	0	0	1	2	0	2	0	3	2	0	0	0	1	2	1	4	4	0	1	0	1	0	2	0	0	0	0	0	3	2	0	0	0	0	0	2	1	2	2	0
JQ712908.1.1493	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ674321.1.1438	0	3	1	0	0	0	0	0	0	3	2	0	1	0	0	4	1	0	1	1	0	0	0	2	0	1	0	1	1	0	2	0	0	0	0	0	0	0	1	1	2	0	1	2	1	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2
GU119645.1.1373	0	0	0	2	0	2	8	0	1	2	0	0	0	0	0	0	8	4	0	0	2	0	29	0	0	0	0	1	0	1	0	6	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
JN461596.1.1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU451528.1.1275	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF516119.1.1468	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU799406.1.1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	2	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
CP004404.71387.72931	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM187183.1.1411	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GQ263761.1.1450	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FR685161.1.1494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GQ143799.1.1492	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB193945.1.1461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AJ539104.1.1454	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ337284.1.1474	0	6	0	0	0	0	0	2	1	0	1	0	2	0	1	1	0	0	0	1	0	0	0	0	0	1	1	2	1	0	1	0	0	2	0	0	0	0	0	0	1	0	3	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	3	6	2	0	0	0
HE604796.1.1393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0
KF786867.1.1401	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	36	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	1	0	6	0	0	0	0	0	0
HQ326271.1.1483	0	1	1	0	0	0	0	1	1	0	4	0	7	0	0	0	0	0	0	2	0	6	0	3	0	1	4	1	0	0	0	0	0	10	0	0	0	0	0	3	0	0	0	0	10	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KF827390.1.1400	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
JN038314.1.1502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
FJ415678.1.1278	0	1	0	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	3	2	0	1	0	0	0	3	1	0	0	0	1	0	0	2	0	3	0	1	1	0	0	0	1	0
HQ529794.1.915	0	3	1	0	1	0	1	1	3	0	3	0	1	4	1	7	1	2	0	1	2	3	1	1	0	7	1	3	6	0	3	0	1	10	3	1	3	4	5	3	8	3	0	9	2	0	1	5	1	0	0	3	2	0	0	0	0	0	1	2	1	2	6	7	1	0	0	2	0	9	4
JN874216.1.1484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KF188486.1.1463	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ240917.1.1496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
JN594654.1.1365	0	1	0	0	0	0	0	0	2	0	0	1	3	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	4	2	0	0	0	0	2	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
FJ002173.1.1428	1	0	0	0	0	0	19	0	0	1	0	0	0	1	4	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU940924.1.1288	24	35	28	3	25	44	34	23	15	52	28	60	23	58	36	4	66	54	35	37	52	21	47	20	30	28	20	13	20	17	64	10	33	30	36	11	38	49	22	25	21	29	16	26	36	35	39	17	55	13	45	80	37	22	50	24	22	20	44	55	29	32	38	41	33	18	29	28	31	23	23
JX240537.1.1494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EU237272.1.1306	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
AM990660.1.1353	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GQ337312.1.1435	0	2	0	0	1	2	2	0	0	0	0	1	0	0	0	5	0	2	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	4	0	2	6	1	0	2	1	0	2	0	0	2	2	0	0	3	0	0	0	1	0	0
FR714335.1.1365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FM242478.1.1495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GU111571.1.1401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ396109.1.1503	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN427310.1.1371	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ349627.1.1369	0	2	0	0	0	1	2	0	0	2	0	0	0	0	1	3	0	0	0	0	2	1	1	3	0	0	0	0	1	0	2	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
KM820436.1.1496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JX525498.1.1423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KC682743.1.1434	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	0
GQ274289.1.1451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
GQ246345.1.1436	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	1	2	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1
FJ716956.1.1518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	0	0	1	1	0	2	0	0	0	0	0	0	2	1	1	0	0	0	1	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
FN433422.1.1493	0	0	2	0	6	4	0	1	11	3	5	1	10	1	1	1	0	0	0	0	0	2	0	3	2	0	0	1	7	5	0	9	0	5	0	10	1	0	0	2	14	1	1	0	7	3	13	1	1	10	5	0	2	0	0	0	23	6	0	0	18	0	3	2	1	39	28	33	2	19	18
AB070237.1.1418	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JQ197986.1.1362	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ672108.1.1451	0	2	3	0	0	0	16	0	8	0	0	1	0	2	0	0	2	4	0	0	0	9	2	0	3	0	0	0	0	0	1	0	4	0	1	1	0	0	0	0	0	0	0	5	0	1	2	0	0	0	0	1	1	1	10	1	0	0	6	0	0	11	1	1	5	0	0	0	0	0	0
EU802746.1.1436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
KT361240.1.1424	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GQ130118.1.1474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF443800.1.1468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FR670395.1.1494	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN041209.54360.55881	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB812093.1.1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ234099.1.1567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ143796.1.1505	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GQ259254.1.1443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JQ223052.1.1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
GQ354958.1.1480	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
JX015749.1.1478	6	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU451586.1.1248	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU265953.1.1488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GU940837.1.1258	0	1	6	0	8	9	3	5	15	17	9	5	12	20	9	1	7	7	11	11	3	6	21	10	10	16	9	6	9	2	9	0	5	13	6	1	5	4	5	19	5	5	0	3	15	5	9	5	11	17	10	3	5	5	2	13	13	5	2	10	10	2	7	11	3	9	22	10	4	14	30
HQ672103.1.1445	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
KF786694.1.1407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
KT900247.1.1398	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
GU118834.1.1437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
JF175198.1.1306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ441272.1.1447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM591387.1.1499	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	1	3	1	0	1	0
JN428096.1.1264	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF443790.1.1389	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	14	0	0	0	0	0	0	21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	0	4	2	0	0	0
FJ203142.1.1468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JQ825057.1.1495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HK556433.1.1362	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ745139.1.1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JX015865.1.1490	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	2	0	0	3	2	0	0	0
CP007799.4645197.4646665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JQ287443.1.1447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
