	TARA_149_MES_0.8_3.0	TARA_148_MES_0.8_3.0	TARA_138_MES_0.8_3.0	TARA_142_MES_0.8_3.0	TARA_137_MES_0.8_3.0	TARA_144_MES_0.8_3.0	TARA_097_MES_0.8_3.0	TARA_109_MES_0.8_3.0	TARA_110_MES_0.8_3.0	TARA_131_MES_0.8_3.0	TARA_112_MES_0.8_3.0	TARA_146_MES_0.8_3.0	TARA_098_MES_0.8_3.0	TARA_132_MES_0.8_3.0	TARA_078_MES_0.8_3.0
EU534791.1.1407	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FN822136.1.1378	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
HQ163240.1.1318	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
GQ348651.1.1352	1	0	3	0	3	1	3	0	0	0	0	1	0	0	0
JQ958874.1.1342	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
JQ660080.1.1381	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
JULO01000037.98060.99588	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
KC169815.1.1423	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FJ497469.1.1455	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
AB019726.1.1399	12	28	5	8	7	11	5	2	8	4	2	13	9	6	4
GQ365193.1.1487	1	0	0	2	0	3	0	2	1	2	8	0	3	1	0
LN624607.1.1389	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GQ388900.1.1507	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FJ826243.1.1483	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0
HM798718.1.1358	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
JX011304.1.1216	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
GU183616.1.1462	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
FJ900342.1.1433	0	1	0	0	0	1	3	0	0	1	2	1	2	0	0
CEQE01050924.1.1034	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
FJ948284.1.1413	0	0	0	1	0	1	0	2	0	2	0	0	0	0	0
KC873384.1.1387	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1
HQ671986.1.1448	0	1	0	0	0	0	2	0	1	0	0	0	0	1	0
GDJY01045508.1.1277	0	0	7	6	9	0	1	3	2	3	6	0	1	9	3
KF799386.1.1458	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
JN466242.1.1393	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
JF068310.1.1347	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FJ671237.1.1424	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0
KT308593.1.1500	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0
GU941091.1.1323	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
FJ202066.1.1347	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
JX105681.1.1378	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HQ622550.1.1449	23	15	9	18	14	36	0	10	6	8	53	8	0	9	11
GQ346871.1.1360	53	1	3	18	11	2	13	9	12	19	13	39	42	18	18
JQ433552.1.1494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
JN684187.1.1459	2	0	0	1	0	2	0	8	2	33	0	0	3	7	2
EU935300.1.1459	0	0	0	0	0	0	0	2	1	0	0	0	8	0	1
GBFX01069610.194.1692	2	2	0	3	0	5	0	0	0	3	0	0	0	1	6
GU721028.1.1405	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GQ375267.1.1488	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0
EU802641.1.1377	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ280046.1.1419	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EU652604.1.1520	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
FN822121.1.1360	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0
JX015603.1.1441	2	0	0	0	0	0	11	1	1	0	1	2	0	0	2
GQ377774.1.1244	2	3	0	6	15	3	0	4	1	2	0	1	1	2	1
GQ065523.1.1310	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0
HQ674053.1.1520	0	0	2	0	5	0	3	1	2	0	0	2	1	1	1
KM820603.1.1470	0	0	1	2	0	0	3	0	3	0	0	0	7	7	5
LN830904.1.1212	3	2	1	5	0	8	1	0	2	3	1	0	0	0	1
BBZB01000001.3728103.3729625	1	0	1	1	0	0	0	5	0	0	0	0	0	0	0
GQ398416.1.1508	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0
GU061173.1.1457	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
FJ202952.1.1463	0	0	0	0	0	0	4	0	0	2	0	0	0	2	0
KF463752.1.1267	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
KF758723.1.1507	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
KX066854.1.1376	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0
FM872510.1.1468	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0
FR683278.1.1498	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
JX441542.1.1445	0	0	4	0	0	0	0	0	2	0	0	0	0	6	0
JF769604.1.1481	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FJ195993.1.1489	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0
GQ259322.1.1466	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HM022739.1.1262	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
HQ673198.1.1517	2	2	0	2	3	0	6	2	5	2	3	2	3	3	0
HQ857608.1.1507	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
HM238120.1.1452	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
JF499685.1.1403	0	0	0	2	0	0	0	1	0	2	2	0	0	0	2
GU061350.1.1452	1	4	1	1	5	3	3	2	5	0	0	4	3	3	0
GQ329847.1.1321	0	0	0	0	0	3	1	0	1	1	0	0	0	0	2
JQ612210.1.1481	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
JX079506.1.1489	0	0	0	5	0	0	0	0	1	0	1	3	0	0	0
HQ673776.1.1505	2	1	0	1	1	1	1	2	0	0	0	1	0	0	0
GU940784.1.1385	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
HQ153841.1.1355	0	2	1	2	1	1	0	3	2	0	0	0	0	0	0
JQ180424.1.1259	0	0	0	2	0	0	1	0	3	1	2	0	1	0	2
APGO01000272.5528.7050	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KT596062.1.1511	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
HQ673090.1.1456	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GQ264526.1.1414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
KT748596.1.1550	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1
HE817804.1.1430	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
EU935315.1.1533	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HM481339.1.1460	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HQ674024.1.1511	0	1	1	0	0	1	2	0	2	2	2	0	0	1	0
FQ659763.1.1283	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0
FN822083.1.1365	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
ANGC02000002.714911.716438	0	1	0	1	1	3	0	0	0	7	0	0	0	0	1
GU108559.1.1403	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
GQ346878.1.1355	1	1	1	0	0	0	0	0	0	0	0	0	2	2	0
DQ156418.1.1003	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0
AB974090.1.1435	3	3	0	1	0	1	13	0	3	0	2	7	2	1	1
GU363004.1.1456	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HM127609.1.1456	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
AY264840.1.1442	0	0	1	34	1	0	0	0	18	0	0	0	12	0	0
LN569122.1.1361	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
JQ800691.1.1453	4	0	0	0	0	1	0	2	0	0	0	0	0	1	0
KR086481.1.1483	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GU726972.1.1378	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
GQ921395.1.1495	0	0	0	1	0	2	0	2	0	0	0	0	2	0	2
HG423509.1.1469	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
JQ082163.1.1394	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1
HQ687883.1.1253	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1
FJ615157.1.1491	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
GQ007842.1.1359	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1
GQ500748.1.1521	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FN421590.1.1365	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
GQ349588.1.1364	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
AY162087.1.1393	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0
KC160815.1.1427	1	0	1	0	0	2	0	0	0	0	2	0	0	0	0
FJ529319.1.1394	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
JX226818.1.1511	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0
GU145516.1.1512	0	0	12	0	31	0	0	0	2	0	1	0	0	0	0
AY114315.1.1413	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FM955874.1.1526	7	1	1	13	5	1	3	10	6	15	2	1	4	3	2
EF574717.1.1503	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
DQ396288.1.1534	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GU197427.1.1481	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
LC081123.1.1488	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
JQ194860.1.1362	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AY605170.1.1474	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GU235302.1.1328	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
JF120249.1.1369	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FQ658943.1.1352	0	0	0	1	0	0	0	0	0	6	0	0	0	0	1
AF432335.1.1462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HQ687877.1.1204	11	0	114	19	37	10	38	14	22	12	57	3	32	53	31
HQ673010.1.1505	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
CEQQ01056202.488.1945	1	34	0	1	0	10	9	1	0	0	0	3	0	0	1
GU391219.1.1430	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
JX227244.1.1490	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
JX280351.1.1436	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
KC527478.1.1224	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
JX193385.1.1547	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
GQ167312.1.1349	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0
JX170254.1.1399	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
JX441593.1.1515	0	0	0	1	0	0	1	0	0	0	3	0	0	1	3
JN428539.1.1322	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
KM820439.1.1494	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
AB086624.1.1443	0	0	1	16	1	0	0	0	4	0	1	0	4	0	0
JN606989.1.1359	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FJ203402.1.1411	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DQ917760.1.1508	0	0	78	3	1	0	0	4	0	3	0	0	0	0	0
GQ140339.1.1467	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1
JQ426393.1.1438	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0
GQ347673.1.1390	5	7	2	0	1	6	11	0	0	1	1	0	6	0	2
AY536217.1.1483	0	0	1	3	0	0	0	0	1	0	0	1	0	0	0
GQ263775.1.1509	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JN166352.1.1461	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
KJ817533.1.1498	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
KM820464.1.1498	0	0	0	0	0	0	1	2	1	0	3	0	0	2	1
GQ346810.1.1343	1	0	0	1	1	0	2	0	0	0	0	0	1	0	0
JX016773.1.1486	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0
FN421989.1.1411	0	0	0	0	7	0	0	0	0	3	0	0	0	1	0
KT454240.1.915	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
HQ326362.1.1478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HM445520.1.1352	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
HQ448944.1.1497	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
FR682693.1.1468	0	0	0	0	0	3	0	0	0	16	0	0	0	4	2
JX441585.1.1504	0	1	1	0	0	0	3	0	2	0	1	0	0	3	1
AB302356.1.1352	1	2	0	1	0	2	0	0	2	8	2	2	1	11	0
KT383843.1.1410	2	0	0	0	0	1	0	4	1	0	0	0	0	0	0
FJ985785.1.1518	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
FJ950650.1.1439	0	2	0	4	0	1	0	2	1	1	0	0	0	0	1
JQ801041.1.1517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LN568938.1.1354	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
JN977238.1.1527	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0
AACY020039047.1.1478	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
HQ697843.1.1500	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
JQ612229.1.1484	0	1	2	0	4	1	2	0	0	0	1	1	1	1	0
KM820573.1.1457	8	3	5	5	0	11	0	3	7	1	7	2	0	6	39
HM057730.1.1472	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0
JX075139.1.1237	0	0	0	0	0	0	0	0	1	1	0	0	3	0	1
JX391672.1.1425	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
JW174337.1.1377	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0
FN668126.1.1484	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GU119319.1.1266	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0
JQ088450.1.1437	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
EU735612.1.1460	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
HQ673737.1.1489	1	0	0	0	0	0	0	1	0	4	1	2	0	0	1
GQ477855.1.1489	0	0	0	0	2	0	0	0	1	0	1	0	0	1	2
JX227038.1.1502	1	0	0	0	13	0	8	28	12	28	7	0	1	6	0
HQ672788.1.1497	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0
HQ671844.1.1443	1	2	0	0	1	0	0	1	1	0	0	0	0	0	0
JN594643.1.1426	0	0	2	1	0	0	0	0	0	0	3	0	1	1	4
JX225544.1.1277	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HQ529782.1.917	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0
GALO01006443.2.1478	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
JN435867.1.1335	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
HM843976.1.1350	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0
GU118469.1.1448	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JQ712062.1.1490	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
JQ221900.1.914	1	6	0	0	0	0	1	0	2	0	0	4	1	0	0
EU373875.1.1483	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DQ289931.1.1397	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DQ396353.1.1546	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
JQ013149.1.1430	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
KC842267.1.1407	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
FQ659631.1.1345	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
DQ822526.1.1441	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AM259746.1.1438	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
KF010924.1.1340	1	0	3	2	2	0	0	0	1	1	3	0	2	5	1
EU491186.1.1484	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EF106837.1.1002	4	12	0	2	0	8	31	2	0	1	5	1	4	0	0
GQ214100.1.1418	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ318141.1.1471	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
JX193420.1.1511	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
GQ351139.1.1519	1	4	1	0	4	0	9	4	4	0	0	3	1	2	0
HQ673801.1.1443	9	10	0	1	1	10	10	0	3	2	7	13	5	5	6
GQ056820.1.1330	1	0	2	1	0	6	0	3	0	24	0	0	1	9	1
KC001771.1.1349	3	3	0	0	0	1	0	0	0	0	8	0	0	0	2
AM997949.1.1517	2	0	2	5	0	0	0	5	0	14	4	2	9	2	0
DQ396137.1.1494	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0
HJ352590.3.1402	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
DQ071098.1.1416	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
GU940990.1.1405	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
FJ960040.1.1392	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
FN563089.1.1468	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HM127972.1.1388	2	1	0	0	0	1	0	0	1	0	2	1	0	0	0
JQ197343.1.1362	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0
GQ348959.1.1394	2	0	0	1	1	0	1	3	3	0	1	2	0	1	0
AM997713.1.1475	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GU947658.1.1251	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
JX441399.1.1495	1	2	1	0	0	2	8	0	0	3	3	0	11	4	7
GU940860.1.1405	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GQ337148.1.1473	0	6	0	0	2	3	6	0	0	0	3	2	0	0	1
HQ114189.1.1438	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
CEQN01065874.4729.6076	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
FN822104.1.1361	6	1	0	6	0	1	0	2	0	0	1	3	8	1	5
FR873667.1.1473	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0
KF500604.1.1403	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HQ674396.1.1485	4	2	6	2	5	0	19	12	17	1	4	2	3	4	6
JQ197361.1.1353	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
LN560474.1.1317	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
FM253590.1.1424	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
HQ672509.1.1501	2	0	0	1	0	0	0	1	1	0	1	4	4	3	0
GU305751.1.1502	0	3	0	0	0	3	0	0	0	0	0	0	2	0	0
GQ347200.1.1378	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
JQ612191.1.1462	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HQ674120.1.1448	1	1	0	0	1	0	0	0	0	1	0	2	0	1	0
AB055794.1.1498	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JX441523.1.1482	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0
HM798820.1.1452	0	0	0	0	0	0	2	0	0	0	1	0	4	0	0
HQ672500.1.1485	7	0	1	1	0	0	3	0	2	3	0	5	6	2	2
AB694466.1.1352	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
AJ748747.1.1462	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HE663167.1.1449	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
FN550136.1.1476	0	1	0	0	0	1	0	0	0	6	0	1	0	5	2
AM997436.1.1474	0	1	0	0	1	0	2	0	0	0	0	0	0	1	0
AF530130.1.1397	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HQ603686.1.1429	0	2	2	2	0	0	0	0	0	0	0	1	0	0	0
DQ906730.1.1458	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FJ203457.1.1440	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
JN245782.1.1433	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
KC431993.1.1323	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KC872791.1.1339	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0
KF179842.1.1396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
FJ966186.1.1241	0	0	0	0	0	0	0	1	0	2	1	0	0	3	2
FR744546.1.1456	0	2	0	0	1	0	0	0	1	0	0	0	1	0	0
KC574890.1.1482	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KC009861.1.1442	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GQ263336.1.1446	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
KJ754653.1.1263	0	1	0	2	0	0	0	0	0	1	1	0	0	2	2
FM211762.1.1515	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
JF747633.1.1455	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
AF473915.1.1371	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
DQ015844.1.1494	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
KM083559.1.1403	1	0	0	0	0	0	0	1	0	2	0	1	0	2	8
EU386107.1.1456	0	0	1	0	0	0	0	0	0	0	1	0	5	0	0
KJ590597.1.1451	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AJ391201.1.1441	0	0	2	0	2	0	0	0	0	1	1	0	0	2	8
GU001898.1.1389	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0
FJ902601.1.1388	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HM022751.1.1264	2	0	17	2	4	3	3	6	11	1	11	1	12	9	8
GU234826.1.1221	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
EU802678.1.1443	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KJ814146.1.1466	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
HQ242338.1.1465	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FJ905683.1.1408	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
FJ946603.1.1290	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FJ948822.1.1302	0	0	0	2	0	1	0	0	1	0	2	0	0	1	1
FR714354.1.1372	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GQ500844.1.1433	0	0	0	0	0	0	1	0	0	5	1	1	0	0	0
GU359072.1.1474	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HQ673321.1.1515	3	5	4	0	4	6	4	2	1	0	0	1	0	0	0
LN563586.1.1337	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FJ983094.1.1542	0	1	0	0	0	2	0	1	1	0	4	0	0	0	0
HQ857680.1.1499	4	2	5	8	1	8	0	2	10	2	14	4	0	14	45
JF809790.1.1400	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AACY023720166.226.1637	14	12	0	4	0	2	9	5	7	0	0	7	2	3	3
JN464782.1.1294	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
JF809787.1.1409	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
FN553646.1.1499	1	0	1	0	1	1	0	3	0	0	0	0	0	0	0
HQ673175.1.1518	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0
GQ356188.1.1336	0	1	0	0	1	2	0	0	2	1	1	0	0	1	0
HQ216246.1.1244	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0
HM591315.1.1495	4	1	48	19	26	5	22	14	13	1	32	3	25	29	12
HQ395171.1.1485	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GQ500738.1.1515	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
KM823678.1.1499	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GU451676.1.1235	2	0	4	0	6	3	4	3	1	3	3	0	4	2	4
KX163379.1.1365	0	1	0	1	0	0	1	2	0	0	1	0	0	0	0
HM363282.1.1494	0	0	0	0	0	0	0	8	2	1	0	0	0	0	0
HM480333.1.1452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
JX526906.1.1446	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
FJ901140.1.1401	0	0	8	1	0	0	0	0	0	1	0	0	0	0	0
HQ326314.1.1427	0	0	0	0	0	1	0	0	0	0	4	2	1	0	0
HQ397434.1.1495	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FJ893898.1.1363	4	2	2	13	3	1	0	5	10	2	0	1	5	1	2
GQ389103.1.1451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AACY023843224.1.1440	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2
HQ166781.1.1361	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
EF999358.1.1487	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
GQ031869.1.1348	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HM187330.1.1342	0	0	0	6	0	0	0	0	0	19	0	0	0	1	0
GU118071.1.1409	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1
JN664255.1.1460	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GQ274300.1.1546	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1
EU880515.1.1503	8	6	5	12	2	10	3	25	23	2	78	8	0	2	1
GQ221766.1.1503	2	1	0	0	0	0	0	0	0	1	0	1	0	1	0
HQ857679.1.1492	1	1	0	1	0	3	0	1	3	4	3	0	1	2	0
HQ672318.1.1519	1	0	1	0	0	0	1	2	2	2	0	0	0	1	0
GQ246453.1.1519	2	1	3	1	4	0	0	0	1	0	1	0	1	5	1
HK555708.1.1441	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
JN868844.1.1529	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0
HQ671840.1.1434	0	0	0	0	0	0	10	2	1	0	0	0	0	0	0
HQ529855.1.916	4	32	0	4	3	11	8	1	1	1	0	6	5	4	1
JN038289.1.1500	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
KF787078.1.1361	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1
HM134879.1.1286	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
GQ264140.1.1431	1	0	0	2	0	0	0	0	1	0	0	1	0	0	0
GQ332407.1.1304	0	0	2	3	2	0	0	1	0	1	0	0	0	0	1
JN563804.1.913	3	0	4	0	9	0	2	0	0	0	1	0	0	0	0
CP013189.2320045.2321569	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
JQ678350.1.1474	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0
HQ674127.1.1481	0	0	3	0	2	0	0	1	1	0	0	0	0	0	0
FN554149.1.1501	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FJ746097.1.1345	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
JX164050.1.1487	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
KF786358.1.1342	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AB270586.1.1463	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
